Duration (in seconds),ResponseId,Q186,Age,Gender,Ethnicity,Eth-ori,Edu,SJS-Intro,SJS-1,SJS-2,SJS-3,SRPS-Intro,SRPS-1,SRPS-2,SRPS-3,SRPS-4,SRPS-5,SRPS-6,SRPS-7,SRPS-8,SRPS-9,SRPS-10,SRPS-11,SRPS-12,SRPS-13,SRPS-14,SRPS-15,SRPS-Change,SRPS-17,SRPS-18,SRPS-19,SRPS-20,SRPS-21,SRPS-22,SRPS-23,SRPS-24,SSES-Intro,SSES-1,SSES-2,SSES-3,SSES-4,SSES-5,SSES-6,SSES-7,SSES-8,SSES-9,SSES-10,Spite-Intro,Spite-1,Spite-2,Spite-3,Spite-4,Spite-5,Spite-6,Spite-7,Spite-8,Spite-9,Spite-10,Spite-11,Spite-12,Spite-13,Spite-14,Spite-15,Spite-16,Q187,DoPL_1,DoPL_2,DoPL_3,DoPL_4,DoPL_5,DoPL_6,DoPL_7,DoPL_8,DoPL_9,DoPL_10,DoPL_11,DoPL_12,DoPL_13,DoPL_14,DoPL_15,DoPL_16,DoPL_17,DoPL_18,UMS_1,UMS_2,UMS_3,UMS_4,UMS_5,UMS_6,UMS_7,UMS_8,UMS_9,UMS_10,UMS_11,UMS_12,DoPL_26,Vign-Intro,Vign-1,Vign-2,Vign-3,Vign-4,Vign-5,Vign-6,Vign-7,Vign-8,Vign-9,Vign-10,Real-1,Real-2,Real-3,Real-4,Real-5,Real-6,Real-7,Real-8,Real-9,Real-10,Prolific,PROLIFIC_PID
1875,R_egSpWRrAUDfrLHj,5ed377271691ea000c548cb0,60,Female,White,European,University Undergraduate Program,3,Disagree,Disagree,Disagree,2,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,5,Both of You Equally,Your Partner,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Your Partner,3,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,"2,3",Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,"1,5",Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Very Important To me,Very Important To me,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Agree,Extremely Important To Me,Extremely Important To Me,Very Important To me,Strongly agree,1,Slightly justified,Somewhat unjustified,Not justified at all,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Somewhat unjustified,Not justified at all,Somewhat unjustified,Agree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,6830788,5ed377271691ea000c548cb0
1995,R_Q9BRECLjzz4kanT,5eee327e64dd2606b3567102,20,Female,White,European,University Undergraduate Program,3,Disagree,Disagree,Somewhat agree,2,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Strongly disagree,5,Both of You Equally,Both of You Equally,You,Both of You Equally,You,You,Both of You Equally,Both of You Equally,3,Slightly agree,Slightly agree,Neither agree nor disagree,Agree,Slightly disagree,Slightly agree,Disagree,Slightly agree,Slightly disagree,Slightly agree,"2,3",Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,"1,5",Somewhat agree,Somewhat agree,Agree,Strongly disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Somewhat agree,Very Important To me,Important To Me,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Extremely Important To Me,Extremely Important To Me,Extremely Important To Me,Strongly agree,1,Very justified,Somewhat unjustified,Not justified at all,Somewhat unjustified,Not justified at all,Slightly justified,Neither justified or unjustified,Neither justified or unjustified,Neither justified or unjustified,Neither justified or unjustified,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Agree,3174221,5eee327e64dd2606b3567102
2013,R_3ndcFtEfltC8XO0,601c0893e46634670004c875,27,Female,White,European,A-Levels or Equivalent,3,Disagree,Strongly disagree,Somewhat disagree,2,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Agree,5,Your Partner,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Your Partner,Both of You Equally,Both of You Equally,3,Agree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly disagree,Agree,Slightly disagree,Slightly agree,"2,3",Agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,"1,5",Agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Agree,Of Little Importance To me,Of Little Importance To me,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Disagree,Very Important To me,Of Some Importance To Me,Extremely Important To Me,Strongly agree,1,Slightly justified,Not justified at all,Not justified at all,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Not justified at all,Somewhat unjustified,Not justified at all,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly agree,Neither agree nor disagree,Agree,5139959,601c0893e46634670004c875
2086,R_NXh6C1Z5inZYgSd,602e48dbf732e9962e27fdbd,30,Male,White,European,GCSes or Equivalent,3,Somewhat disagree,Disagree,Somewhat agree,2,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,5,Your Partner,Both of You Equally,Both of You Equally,You,You,Both of You Equally,You,You,3,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly disagree,Slightly agree,Neither agree nor disagree,Slightly disagree,"2,3",Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,"1,5",Disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Disagree,Agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Of Some Importance To Me,Important To Me,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Important To Me,Very Important To me,Very Important To me,Strongly agree,1,Neither justified or unjustified,Slightly justified,Not justified at all,Not justified at all,Somewhat unjustified,Slightly justified,Somewhat unjustified,Neither justified or unjustified,Slightly justified,Neither justified or unjustified,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,5803003,602e48dbf732e9962e27fdbd
1676,R_2c8zRxYkLOxpLSQ,5fbf79278fabf61f1042c188,19,Male,White,European,GCSes or Equivalent,3,Disagree,Disagree,Disagree,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,5,Both of You Equally,Both of You Equally,Your Partner,You,Both of You Equally,You,Both of You Equally,Both of You Equally,3,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,"2,3",Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,"1,5",Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Important To Me,Important To Me,Agree,Somewhat agree,Agree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Very Important To me,Very Important To me,Very Important To me,Strongly agree,1,Slightly justified,Neither justified or unjustified,Not justified at all,Somewhat unjustified,Not justified at all,Slightly justified,Neither justified or unjustified,Not justified at all,Slightly justified,Not justified at all,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,3941529,5fbf79278fabf61f1042c188
2162,R_3nPNLZQywIjEqqA,5c916456ec114b0016418dca,21,Male,White,European,A-Levels or Equivalent,3,Strongly disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,3,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"2,3",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly Disagree,Agree,"1,5",Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Of Some Importance To Me,Of Some Importance To Me,Strongly agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat disagree,Extremely Important To Me,Of Some Importance To Me,Extremely Important To Me,Strongly agree,1,Somewhat unjustified,Not justified at all,Not justified at all,Not justified at all,Somewhat unjustified,Slightly justified,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Agree,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Agree,5495225,5c916456ec114b0016418dca
1554,R_9G1fYyxYg3adxNT,5baf6705848bbd0001d6fc8a,26,Female,White,European,University Undergraduate Program,3,Strongly disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,5,Both of You Equally,Your Partner,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Your Partner,3,Agree,Agree,Slightly agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Slightly disagree,"2,3",Strongly disagree,Somewhat disagree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,"1,5",Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Agree,Strongly disagree,Agree,Somewhat disagree,Disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Important To Me,Of Some Importance To Me,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Somewhat agree,Extremely Important To Me,Very Important To me,Very Important To me,Strongly agree,1,Slightly justified,Somewhat unjustified,Somewhat unjustified,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Somewhat unjustified,Somewhat unjustified,Neither justified or unjustified,Strongly agree,Agree,Disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,2960125,5baf6705848bbd0001d6fc8a
2168,R_2w7xDWS4gfPMSl5,5f34331ef23dad166139d50b,29,Male,White,European,University Post-Graduate Program,3,Disagree,Strongly disagree,Disagree,2,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,3,Neither agree nor disagree,Neither agree nor disagree,Disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Slightly agree,Slightly agree,"2,3",Disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,"1,5",Disagree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Disagree,Agree,Disagree,Disagree,Of Little Importance To me,Of Some Importance To Me,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Agree,Somewhat disagree,Important To Me,Very Important To me,Important To Me,Strongly agree,1,Slightly justified,Somewhat unjustified,Not justified at all,Not justified at all,Not justified at all,Very justified,Not justified at all,Not justified at all,Neither justified or unjustified,Somewhat unjustified,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,2112416,5f34331ef23dad166139d50b
2177,R_21BzbtE5kAdDYQU,5fd60b369aa1a548ed311af6,22,Female,White,European,GCSes or Equivalent,3,Disagree,Somewhat disagree,Somewhat disagree,2,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Agree,5,You,Both of You Equally,Both of You Equally,Your Partner,Both of You Equally,You,You,Your Partner,3,Slightly disagree,Disagree,Disagree,Disagree,Agree,Disagree,Slightly agree,Slightly disagree,Slightly disagree,Neither agree nor disagree,"2,3",Disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,"1,5",Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Disagree,Somewhat disagree,Strongly agree,Agree,Disagree,Somewhat agree,Disagree,Important To Me,Very Important To me,Somewhat agree,Disagree,Disagree,Somewhat agree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Of Little Importance To me,Of Some Importance To Me,Very Important To me,Strongly agree,1,Very justified,Not justified at all,Not justified at all,Not justified at all,Not justified at all,Very justified,Not justified at all,Somewhat unjustified,Slightly justified,Slightly justified,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Neither agree nor disagree,Strongly agree,6109632,5fd60b369aa1a548ed311af6
2369,R_22mIkKuKAarVArH,5e6fd38fe95be7071b5196bf,36,Male,White,Prefer not to answer,University Post-Graduate Program,3,Strongly disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Agree,5,You,You,Both of You Equally,Both of You Equally,Both of You Equally,You,Both of You Equally,You,3,Agree,Agree,Slightly agree,Slightly disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,"2,3",Neither agree nor disagree,Agree,Strongly disagree,Strongly disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,"1,5",Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Disagree,Somewhat agree,Somewhat agree,Agree,Disagree,Disagree,Somewhat disagree,Strongly agree,Extremely Important To Me,Very Important To me,Somewhat disagree,Disagree,Somewhat agree,Agree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Very Important To me,Extremely Important To Me,Important To Me,Strongly agree,1,Somewhat unjustified,Neither justified or unjustified,Slightly justified,Not justified at all,Neither justified or unjustified,Not justified at all,Not justified at all,Very justified,Neither justified or unjustified,Slightly justified,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,6606184,5e6fd38fe95be7071b5196bf
2504,R_1qgkTYETYTxK29I,5589c7cefdf99b18bd86cf31,38,Male,White,European,University Undergraduate Program,3,Somewhat agree,Strongly disagree,Disagree,2,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Agree,Disagree,5,Both of You Equally,Both of You Equally,You,Both of You Equally,You,You,You,You,3,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,"2,3",Disagree,Neither agree nor disagree,Strongly disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,"1,5",Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Important To Me,Important To Me,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Important To Me,Important To Me,Of Some Importance To Me,Strongly agree,1,Very justified,Slightly justified,Not justified at all,Somewhat unjustified,Not justified at all,Somewhat unjustified,Somewhat unjustified,Somewhat unjustified,Somewhat unjustified,Not justified at all,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Neither agree nor disagree,5744045,5589c7cefdf99b18bd86cf31
3326,R_1kYb5pDFLALxwFF,5f72473314afc916af99e341,24,Male,White,European,University Undergraduate Program,3,Disagree,Disagree,Disagree,2,Strongly disagree,Disagree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,5,Both of You Equally,Your Partner,Both of You Equally,Both of You Equally,Both of You Equally,Your Partner,You,Your Partner,3,Slightly disagree,Slightly disagree,Disagree,Slightly agree,Agree,Disagree,Agree,Slightly disagree,Disagree,Agree,"2,3",Strongly disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,"1,5",Disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Strongly disagree,Disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Disagree,Of Some Importance To Me,Of Little Importance To me,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Of Some Importance To Me,Important To Me,Very Important To me,Strongly agree,1,Slightly justified,Neither justified or unjustified,Somewhat unjustified,Not justified at all,Somewhat unjustified,Very justified,Not justified at all,Somewhat unjustified,Slightly justified,Not justified at all,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,4013262,5f72473314afc916af99e341
819,R_2pY9mODXA4TUqAc,5fe12f1a29db95b9ae5608a1,20,Male,White,Other,University Undergraduate Program,3,Somewhat agree,Disagree,Disagree,2,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,3,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,"2,3",Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Strongly disagree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,"1,5",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Important To Me,Important To Me,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Important To Me,Important To Me,Important To Me,Agree,1,Very justified,Neither justified or unjustified,Somewhat unjustified,Not justified at all,Somewhat unjustified,Not justified at all,Somewhat unjustified,Slightly justified,Slightly justified,Not justified at all,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,2408612,5fe12f1a29db95b9ae5608a1
1133,R_1eyhyumemUH9TNG,5dc4bc30569be3387eb6b52f,26,Male,White,European,Prefer not to answer,3,Somewhat agree,Somewhat disagree,Somewhat agree,2,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,5,Both of You Equally,Your Partner,Both of You Equally,Both of You Equally,You,Both of You Equally,Both of You Equally,Both of You Equally,3,Neither agree nor disagree,Slightly disagree,Slight disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,"2,3",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,"1,5",Strongly disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Disagree,Of Little Importance To me,Of Little Importance To me,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Of Some Importance To Me,Important To Me,Important To Me,Strongly agree,1,Neither justified or unjustified,Slightly justified,Not justified at all,Somewhat unjustified,Not justified at all,Slightly justified,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Agree,Neither agree nor disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Strongly disagree,Disagree,8002845,5dc4bc30569be3387eb6b52f
3404,R_3pkXz9FAayTZSwp,5d77c0eb4a666c0019561a80,27,Male,White,European,University Undergraduate Program,3,Strongly disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,3,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Slightly agree,"2,3",Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Neither agree nor disagree,Agree,"1,5",Somewhat agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Important To Me,Important To Me,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Very Important To me,Very Important To me,Very Important To me,Strongly agree,1,Somewhat unjustified,Not justified at all,Not justified at all,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Somewhat unjustified,Somewhat unjustified,Not justified at all,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,8871404,5d77c0eb4a666c0019561a80
1194,R_1eE3TwN9UcFoaVT,60777f3aa41a5f7832560cb8,29,Male,White,European,University Undergraduate Program,3,Strongly disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,3,Agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Neither agree nor disagree,"2,3",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,"1,5",Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Somewhat agree,Agree,Agree,Disagree,Strongly disagree,Agree,Important To Me,Very Important To me,Somewhat agree,Agree,Agree,Agree,Disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Extremely Important To Me,Extremely Important To Me,Extremely Important To Me,Strongly agree,1,Very justified,Not justified at all,Not justified at all,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Not justified at all,Neither justified or unjustified,Not justified at all,Strongly agree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,3558490,60777f3aa41a5f7832560cb8
